ID,SALARY,SEX,EDUCATION,MARRIAGE,AGE,AVERAGE PAYMENT DELAY,DEFAULT
670,"20,000.00",2,1,1,30,2,1
671,"30,000.00",2,2,2,34,2,0
672,"20,000.00",1,2,1,34,0,1
673,"100,000.00",2,1,2,28,2,1
674,"30,000.00",1,2,2,25,2,1
675,"320,000.00",2,1,1,41,0,0
676,"90,000.00",1,3,2,42,2,1
677,"190,000.00",1,2,2,40,2,1
678,"200,000.00",1,1,2,28,0,0
679,"300,000.00",2,2,2,31,-1,0
680,"30,000.00",2,1,2,56,-1,0
682,"230,000.00",2,1,2,29,-2,0
683,"230,000.00",2,1,1,35,0,0
684,"310,000.00",2,2,2,28,0,0
685,"320,000.00",1,1,1,40,0,0
686,"360,000.00",1,1,1,47,-1,0
687,"20,000.00",2,3,1,41,-1,1
688,"170,000.00",2,2,2,27,0,0
689,"140,000.00",1,1,1,40,0,0
690,"80,000.00",1,2,2,32,0,0
691,"150,000.00",1,2,2,35,0,0
692,"170,000.00",1,2,2,27,-1,0
693,"200,000.00",2,2,1,29,2,1
694,"70,000.00",1,1,2,30,0,0
695,"320,000.00",1,2,1,37,-2,0
696,"150,000.00",2,1,2,29,-2,0
697,"50,000.00",2,1,1,34,0,0
698,"90,000.00",2,2,2,34,-1,0
699,"280,000.00",1,1,1,41,-2,0
700,"300,000.00",2,1,2,31,0,0
701,"400,000.00",2,2,2,40,-2,0
702,"200,000.00",2,1,1,27,-1,0
703,"10,000.00",2,3,2,22,0,1
706,"50,000.00",1,1,2,26,-1,1
707,"50,000.00",1,2,1,38,1,0
708,"30,000.00",2,3,1,46,1,0
709,"20,000.00",1,2,2,24,0,0
710,"20,000.00",1,2,2,49,0,0
712,"30,000.00",2,2,1,42,0,0
713,"360,000.00",2,1,1,30,1,0
714,"170,000.00",1,2,1,42,1,0
715,"400,000.00",2,1,2,31,-2,0
716,"50,000.00",2,2,1,49,0,0
717,"160,000.00",2,2,2,27,0,0
718,"70,000.00",2,2,1,33,0,1
719,"150,000.00",2,1,1,35,1,0
720,"80,000.00",2,2,2,48,0,0
721,"30,000.00",2,2,2,22,0,0
722,"10,000.00",1,2,2,22,0,1
723,"180,000.00",2,1,2,27,1,0
724,"320,000.00",1,1,1,47,-1,0
725,"80,000.00",2,2,2,34,0,0
726,"10,000.00",1,2,1,45,0,1
727,"360,000.00",2,2,2,39,-1,0
728,"450,000.00",1,2,2,33,-2,0
729,"330,000.00",2,2,2,29,0,0
730,"60,000.00",1,1,2,29,-1,1
731,"50,000.00",2,3,2,26,0,0
732,"200,000.00",1,2,1,38,0,0
733,"120,000.00",1,1,2,34,1,0
734,"160,000.00",2,1,1,37,-1,0
735,"110,000.00",1,2,1,57,0,0
736,"70,000.00",2,3,1,50,-2,0
737,"150,000.00",2,3,2,28,0,0
738,"610,000.00",2,1,2,31,0,0
739,"110,000.00",2,1,2,25,0,0
740,"80,000.00",2,2,2,25,2,1
741,"170,000.00",2,2,1,33,0,0
742,"110,000.00",2,1,2,30,-1,0
743,"140,000.00",2,1,1,51,0,0
744,"70,000.00",1,1,2,51,0,0
745,"260,000.00",2,2,1,46,-2,0
746,"170,000.00",1,3,2,38,0,0
747,"50,000.00",2,2,1,34,0,0
748,"300,000.00",2,3,1,34,0,1
749,"150,000.00",2,1,2,31,2,1
750,"50,000.00",2,2,2,25,8,1
751,"50,000.00",2,2,1,26,1,0
752,"90,000.00",2,1,2,25,2,0
753,"50,000.00",1,2,2,26,0,1
754,"500,000.00",2,2,2,43,-1,0
755,"470,000.00",2,2,1,36,-1,0
756,"230,000.00",1,2,2,58,0,0
757,"140,000.00",2,2,2,26,0,0
758,"230,000.00",2,2,1,30,2,1
759,"420,000.00",2,2,2,31,0,0
760,"30,000.00",2,2,2,24,0,0
761,"50,000.00",2,2,2,52,1,1
762,"140,000.00",2,2,2,24,-1,0
763,"260,000.00",2,2,1,35,-1,0
764,"90,000.00",2,3,2,29,-1,0
765,"240,000.00",2,2,1,33,0,0
766,"510,000.00",2,1,2,35,-1,0
767,"110,000.00",2,2,1,35,0,0
768,"210,000.00",2,1,2,28,-1,0
769,"220,000.00",1,2,1,40,-1,0
770,"200,000.00",2,1,1,35,-2,0
771,"360,000.00",2,2,2,53,-1,0
772,"260,000.00",1,1,2,44,-1,0
773,"20,000.00",1,2,1,33,0,0
774,"120,000.00",2,2,1,32,0,0
775,"50,000.00",2,1,2,33,-1,0
776,"60,000.00",2,1,2,26,1,0
777,"200,000.00",1,1,2,26,-2,0
778,"20,000.00",1,2,2,26,-1,0
779,"50,000.00",2,1,1,32,2,1
780,"50,000.00",2,2,2,31,1,0
781,"230,000.00",1,1,2,29,0,0
782,"50,000.00",1,2,1,27,-1,0
783,"100,000.00",2,1,2,28,2,1
784,"210,000.00",2,1,1,42,1,1
785,"230,000.00",2,2,1,32,0,1
786,"500,000.00",2,1,2,26,1,0
787,"370,000.00",2,1,2,38,-1,0
788,"230,000.00",2,1,1,35,-1,0
789,"80,000.00",1,2,2,29,0,0
790,"60,000.00",2,2,2,29,-1,0
791,"30,000.00",2,2,2,51,1,0
792,"70,000.00",1,1,2,27,1,0
793,"410,000.00",1,1,2,32,-1,0
794,"280,000.00",2,3,1,40,1,0
795,"50,000.00",2,1,1,34,0,0
796,"100,000.00",2,2,1,30,0,0
797,"230,000.00",2,1,2,29,-2,0
798,"50,000.00",2,1,2,22,0,0
799,"100,000.00",2,1,2,48,2,0
800,"210,000.00",2,2,1,35,0,0
801,"400,000.00",1,1,2,37,-1,0
802,"20,000.00",1,2,2,25,4,1
803,"50,000.00",2,3,1,44,-1,0
804,"230,000.00",2,1,2,28,-1,0
805,"220,000.00",1,2,2,29,0,0
806,"300,000.00",2,1,1,36,0,0
807,"80,000.00",2,2,2,23,1,0
808,"20,000.00",2,3,2,36,0,1
809,"190,000.00",2,1,2,26,0,0
812,"700,000.00",2,1,1,39,0,0
813,"140,000.00",2,1,2,24,1,0
814,"300,000.00",2,3,1,29,-1,0
815,"120,000.00",1,3,1,33,1,1
816,"280,000.00",2,2,1,39,0,0
817,"70,000.00",1,3,1,51,2,1
818,"20,000.00",2,3,2,24,-1,0
819,"150,000.00",2,2,1,45,-1,0
820,"60,000.00",1,1,2,30,0,0
822,"50,000.00",2,2,2,24,1,1
823,"150,000.00",1,2,1,50,-1,0
824,"20,000.00",2,1,2,22,0,0
825,"40,000.00",1,1,2,27,0,1
826,"170,000.00",2,2,2,33,1,0
827,"50,000.00",2,2,1,24,1,0
828,"10,000.00",1,2,2,37,0,0
829,"200,000.00",2,2,1,58,-1,0
830,"50,000.00",2,2,1,48,0,0
831,"320,000.00",1,1,2,28,-1,0
832,"20,000.00",2,3,1,24,8,0
833,"470,000.00",2,2,1,27,0,1
834,"230,000.00",2,3,2,30,-1,0
835,"20,000.00",2,1,2,23,0,0
836,"30,000.00",2,3,2,53,-1,1
837,"80,000.00",2,2,2,23,2,0
838,"110,000.00",2,2,1,55,0,0
839,"420,000.00",1,2,1,34,0,0
840,"500,000.00",1,1,1,43,1,1
841,"80,000.00",2,2,2,22,1,0
842,"350,000.00",2,2,1,31,0,0
843,"30,000.00",2,2,1,32,-2,0
844,"110,000.00",2,2,2,33,1,1
845,"500,000.00",1,3,1,39,0,0
846,"490,000.00",2,1,1,38,-1,0
847,"300,000.00",2,2,1,34,-2,0
849,"150,000.00",1,3,1,37,4,1
850,"80,000.00",2,3,1,57,-1,0
851,"40,000.00",2,2,2,23,0,0
852,"30,000.00",1,2,2,32,1,0
853,"50,000.00",1,1,1,37,0,0
854,"140,000.00",2,2,2,23,0,0
855,"50,000.00",2,3,2,49,0,0
856,"30,000.00",2,2,2,25,-2,0
857,"40,000.00",2,1,2,29,0,1
858,"100,000.00",2,3,1,43,2,1
859,"130,000.00",1,2,2,29,0,0
860,"20,000.00",2,2,2,27,0,0
861,"50,000.00",1,1,2,26,-2,0
862,"260,000.00",1,1,1,41,-2,0
863,"30,000.00",2,3,2,52,2,1
864,"10,000.00",2,2,1,31,0,0
865,"200,000.00",1,1,2,32,0,0
866,"30,000.00",2,2,1,46,0,0
867,"180,000.00",2,2,2,35,0,0
868,"100,000.00",1,1,2,35,0,0
869,"140,000.00",2,2,1,39,0,0
870,"290,000.00",2,2,2,34,0,0
872,"80,000.00",2,3,1,40,0,0
873,"500,000.00",2,3,1,38,-2,0
874,"180,000.00",1,1,1,45,-1,0
875,"20,000.00",2,3,1,40,-1,0
876,"30,000.00",2,2,1,25,0,0
877,"150,000.00",1,1,2,33,0,0
878,"280,000.00",2,2,2,27,-1,0
879,"50,000.00",2,2,1,43,0,0
880,"20,000.00",2,2,1,43,2,0
881,"200,000.00",1,1,2,30,-1,0
882,"210,000.00",2,2,1,49,1,1
883,"230,000.00",2,1,2,38,0,0
884,"50,000.00",1,3,2,57,0,0
885,"50,000.00",1,3,2,55,0,1
886,"70,000.00",2,2,2,23,0,0
887,"310,000.00",1,1,2,30,-2,0
888,"180,000.00",2,2,1,30,-1,0
889,"90,000.00",2,2,2,24,0,0
890,"390,000.00",1,2,2,28,0,0
891,"150,000.00",2,3,1,34,-1,0
892,"400,000.00",1,2,2,37,1,0
893,"80,000.00",2,2,1,32,0,0
894,"320,000.00",1,1,2,27,0,0
895,"240,000.00",2,2,1,37,-1,1
896,"200,000.00",1,1,2,31,-2,0
898,"170,000.00",2,1,2,28,2,1
900,"200,000.00",1,1,1,36,-1,0
901,"360,000.00",1,1,2,30,-2,0
902,"140,000.00",2,1,1,36,-1,0
903,"220,000.00",1,2,2,25,0,0
904,"100,000.00",1,3,1,50,0,0
905,"80,000.00",2,2,2,40,2,0
906,"30,000.00",2,2,2,27,-1,0
907,"50,000.00",1,1,2,30,2,1
908,"120,000.00",2,2,2,26,0,0
909,"50,000.00",1,1,2,27,0,0
910,"360,000.00",2,1,2,27,0,0
911,"90,000.00",2,1,2,25,2,0
912,"500,000.00",1,1,2,32,-1,0
913,"140,000.00",2,3,1,46,0,0
914,"30,000.00",1,3,1,45,0,0
915,"70,000.00",1,3,1,30,0,0
916,"200,000.00",1,1,1,39,-2,0
917,"350,000.00",1,1,1,48,0,0
918,"120,000.00",1,1,2,32,1,1
919,"240,000.00",1,1,2,46,0,0
920,"90,000.00",2,1,2,23,0,0
921,"260,000.00",2,1,2,33,1,0
922,"50,000.00",2,1,2,24,0,0
923,"110,000.00",1,1,1,40,0,0
924,"20,000.00",2,1,2,24,-1,0
925,"30,000.00",2,2,2,24,0,0
926,"180,000.00",1,1,2,27,-2,1
927,"20,000.00",1,2,1,46,0,0
928,"50,000.00",2,2,2,22,0,0
929,"180,000.00",2,1,2,36,-2,0
930,"200,000.00",1,1,1,34,-2,0
931,"260,000.00",2,2,2,24,0,0
932,"320,000.00",1,1,1,60,-1,1
933,"160,000.00",2,2,2,29,2,1
934,"30,000.00",1,2,2,32,2,1
935,"50,000.00",2,2,1,36,0,0
936,"50,000.00",1,2,2,30,0,0
937,"90,000.00",2,2,2,29,0,0
938,"240,000.00",1,1,2,34,1,0
939,"180,000.00",2,2,1,32,1,1
940,"200,000.00",2,2,1,32,-1,0
941,"50,000.00",2,1,2,25,0,0
942,"50,000.00",1,2,1,44,-1,0
943,"330,000.00",2,1,1,37,-1,0
944,"80,000.00",2,2,2,24,2,1
945,"50,000.00",2,2,2,23,-2,0
946,"360,000.00",2,1,2,29,0,0
947,"240,000.00",2,2,1,37,0,0
948,"50,000.00",1,2,1,59,0,0
949,"470,000.00",1,2,2,33,0,0
950,"160,000.00",2,3,1,51,-1,0
951,"30,000.00",1,1,1,27,-1,1
952,"80,000.00",2,2,1,32,0,0
953,"500,000.00",2,3,2,42,-2,0
954,"180,000.00",1,2,2,39,-1,0
955,"110,000.00",2,2,1,46,-1,0
956,"160,000.00",1,1,1,41,0,0
957,"210,000.00",2,2,2,30,0,0
958,"200,000.00",2,1,1,34,-1,1
959,"350,000.00",1,1,2,35,-1,0
960,"250,000.00",1,1,2,41,-1,1
961,"380,000.00",1,1,2,43,1,1
962,"30,000.00",1,2,2,47,-1,0
963,"200,000.00",1,2,2,31,0,0
964,"30,000.00",1,2,2,30,-1,0
965,"50,000.00",1,2,2,24,0,0
966,"500,000.00",1,1,1,36,0,0
967,"30,000.00",1,1,2,28,1,0
968,"220,000.00",2,1,1,36,-1,0
969,"20,000.00",2,2,1,27,0,0
970,"180,000.00",2,2,1,32,0,0
971,"300,000.00",1,1,1,42,-1,1
972,"130,000.00",2,2,1,33,0,0
973,"180,000.00",2,3,1,39,2,1
975,"140,000.00",1,2,1,30,0,1
976,"50,000.00",2,2,2,22,0,0
977,"20,000.00",1,2,2,25,1,1
978,"180,000.00",1,1,2,28,-1,0
979,"180,000.00",1,2,2,26,0,1
980,"150,000.00",2,3,1,54,-1,0
981,"70,000.00",2,1,2,24,0,0
982,"30,000.00",1,2,2,29,8,0
983,"500,000.00",1,1,2,36,-2,1
984,"60,000.00",1,3,1,49,0,0
985,"50,000.00",2,1,2,23,-2,0
986,"130,000.00",1,3,2,43,1,1
987,"260,000.00",2,2,1,33,-2,0
988,"380,000.00",1,3,1,53,-2,0
989,"360,000.00",2,2,2,25,2,0
990,"50,000.00",1,3,1,54,1,0
991,"50,000.00",2,3,1,39,0,0
992,"260,000.00",2,1,1,44,-1,1
993,"80,000.00",2,2,2,27,0,0
994,"360,000.00",2,1,2,25,0,1
995,"290,000.00",2,1,2,29,1,1
996,"200,000.00",1,1,2,39,-2,0
997,"140,000.00",1,1,1,45,0,0
998,"360,000.00",1,1,1,38,1,1
999,"50,000.00",2,2,2,23,-1,1
1000,"120,000.00",1,2,2,25,2,0
1001,"100,000.00",1,2,1,29,0,0
1002,"200,000.00",2,2,1,28,0,0
1003,"90,000.00",2,2,1,40,-1,0
1004,"360,000.00",1,1,2,36,1,1
1005,"150,000.00",2,3,2,30,-2,1
1006,"140,000.00",1,1,2,29,-1,0
1007,"200,000.00",2,2,2,36,-1,0
1008,"170,000.00",2,2,1,37,0,0
1009,"30,000.00",1,2,2,34,0,0
1010,"80,000.00",2,1,2,27,0,0
1011,"280,000.00",1,1,2,31,0,0
1012,"410,000.00",2,1,1,31,-1,0
1013,"450,000.00",1,1,2,38,-1,0
1014,"80,000.00",1,2,2,36,0,0
1015,"360,000.00",1,1,1,46,0,0
1016,"130,000.00",2,1,1,36,0,0
1017,"160,000.00",2,1,2,26,0,1
1018,"140,000.00",2,3,2,57,2,1
1019,"240,000.00",2,3,1,40,1,0
1022,"150,000.00",2,2,2,25,0,0
1023,"210,000.00",2,3,1,37,-2,0
1024,"200,000.00",2,1,1,35,-1,0
1025,"310,000.00",1,2,2,33,-2,0
1026,"180,000.00",1,1,1,38,0,0
1027,"300,000.00",1,2,2,31,0,0
1028,"450,000.00",2,1,2,41,-1,0
1029,"200,000.00",1,1,2,33,1,0
1030,"30,000.00",2,2,1,67,2,1
1031,"400,000.00",2,1,1,40,-1,0
1032,"170,000.00",1,1,2,33,-1,0
1033,"140,000.00",2,1,2,31,-1,1
1034,"200,000.00",2,2,2,35,0,0
1036,"60,000.00",1,2,2,27,1,1
1037,"150,000.00",1,1,2,23,0,0
1038,"180,000.00",1,3,1,54,0,1
1039,"50,000.00",2,3,2,23,0,0
1040,"50,000.00",1,3,2,24,-1,0
1041,"20,000.00",1,2,2,26,-1,0
1042,"230,000.00",2,2,2,52,2,1
1043,"110,000.00",2,2,1,42,0,0
1044,"90,000.00",2,1,2,36,0,0
1045,"20,000.00",2,1,2,22,2,1
1046,"30,000.00",2,1,2,23,0,0
1047,"220,000.00",1,3,1,30,0,1
1048,"140,000.00",2,3,2,24,1,1
1049,"300,000.00",2,1,1,42,-2,0
1050,"100,000.00",1,2,1,49,0,0
1051,"110,000.00",1,2,2,31,2,0
1052,"270,000.00",2,3,2,33,0,0
1053,"30,000.00",1,1,1,42,0,0
1054,"70,000.00",1,3,2,41,0,0
1055,"230,000.00",1,2,1,53,2,0
1056,"20,000.00",1,2,2,23,0,0
1057,"190,000.00",2,1,2,33,1,0
1058,"20,000.00",2,2,1,29,0,0
1059,"80,000.00",2,3,1,67,0,0
1060,"20,000.00",1,3,1,33,2,1
1061,"60,000.00",2,3,1,34,0,1
1062,"50,000.00",1,2,1,49,0,0
1063,"280,000.00",2,2,1,56,0,1
1064,"300,000.00",1,1,1,42,0,0
1065,"30,000.00",2,3,1,55,2,1
1066,"270,000.00",2,2,1,25,0,0
1067,"100,000.00",1,3,2,30,0,0
1068,"240,000.00",1,2,2,43,-1,1
1069,"200,000.00",1,1,2,40,-1,0
1070,"110,000.00",2,1,2,35,0,0
1071,"230,000.00",1,1,1,61,-1,0
1072,"150,000.00",2,2,1,44,-1,1
1073,"350,000.00",1,1,2,33,-1,0
1075,"150,000.00",2,2,2,40,1,0
1076,"100,000.00",1,3,2,47,0,0
1077,"500,000.00",1,1,2,27,0,0
1078,"500,000.00",1,1,2,35,-1,0
1079,"180,000.00",2,3,1,47,-1,0
1080,"400,000.00",2,3,1,39,1,0
1081,"100,000.00",2,2,2,29,0,0
1082,"10,000.00",1,2,1,32,1,0
1083,"60,000.00",2,1,2,30,2,0
1084,"50,000.00",2,1,2,25,1,1
1085,"80,000.00",2,2,2,23,-1,0
1086,"110,000.00",2,2,1,43,0,0
1087,"410,000.00",2,2,1,41,0,1
1088,"260,000.00",2,2,1,40,1,0
1089,"30,000.00",2,3,1,35,0,0
1090,"310,000.00",2,1,2,28,0,0
1091,"70,000.00",2,2,2,38,0,0
1092,"250,000.00",1,1,2,31,0,0
1093,"210,000.00",1,3,1,29,1,0
1094,"360,000.00",1,2,1,41,1,1
1095,"50,000.00",1,2,2,31,1,0
1096,"670,000.00",1,1,2,29,0,0
1097,"130,000.00",1,1,2,26,-1,0
1098,"170,000.00",1,1,1,42,1,0
1099,"30,000.00",1,3,2,29,-1,0
1100,"110,000.00",1,1,1,50,0,0
1101,"210,000.00",2,3,2,46,1,1
1102,"30,000.00",2,2,2,24,0,1
1103,"260,000.00",2,2,1,46,0,0
1104,"150,000.00",2,3,2,28,-2,0
1105,"20,000.00",2,2,1,35,1,1
1106,"380,000.00",2,1,1,40,-1,0
1107,"200,000.00",2,1,1,41,-2,0
1108,"120,000.00",2,2,1,47,-1,0
1109,"80,000.00",1,2,1,54,0,1
1110,"30,000.00",2,2,2,33,1,0
1111,"110,000.00",1,2,2,29,1,0
1112,"50,000.00",2,3,1,44,-1,0
1113,"90,000.00",2,2,1,24,0,0
1114,"110,000.00",1,1,2,33,0,0
1115,"50,000.00",1,3,1,54,0,0
1116,"60,000.00",1,1,2,27,-2,0
1117,"150,000.00",2,2,2,37,0,1
1118,"20,000.00",1,1,2,24,1,0
1119,"140,000.00",2,3,1,54,1,1
1120,"120,000.00",2,2,1,34,1,0
1121,"200,000.00",2,2,2,40,2,1
1122,"20,000.00",1,2,2,30,1,1
1123,"50,000.00",1,2,2,26,0,0
1124,"200,000.00",2,2,1,41,0,0
1125,"100,000.00",2,2,2,29,-2,0
1126,"300,000.00",1,1,1,38,-1,0
1127,"500,000.00",2,1,2,35,-1,0
1128,"360,000.00",2,2,1,52,-1,0
1129,"160,000.00",2,1,2,29,1,0
1130,"50,000.00",2,2,2,23,0,1
1131,"230,000.00",2,2,1,34,0,1
1132,"200,000.00",2,2,2,34,1,0
1133,"270,000.00",1,1,1,44,3,0
1134,"50,000.00",2,2,1,36,2,0
1135,"20,000.00",1,2,2,28,1,0
1136,"60,000.00",2,2,2,31,0,0
1137,"50,000.00",1,2,2,31,-1,0
1138,"50,000.00",1,2,1,41,0,0
1139,"130,000.00",2,3,1,44,0,0
1140,"230,000.00",2,3,2,47,0,0
1141,"20,000.00",1,2,2,25,0,0
1142,"30,000.00",2,1,2,25,0,0
1143,"200,000.00",2,1,1,39,-1,0
1144,"140,000.00",2,2,1,24,-1,0
1145,"100,000.00",2,2,1,35,2,1
1146,"240,000.00",1,2,1,32,2,1
1147,"70,000.00",2,1,2,31,2,1
1148,"360,000.00",1,1,2,33,1,0
1149,"140,000.00",2,1,2,30,1,0
1150,"50,000.00",1,2,1,52,-1,0
1151,"210,000.00",2,2,1,36,-1,0
1152,"280,000.00",1,1,2,30,1,0
1153,"180,000.00",2,2,2,42,2,1
1154,"150,000.00",2,1,2,30,-1,0
1155,"20,000.00",1,3,1,47,1,0
1156,"350,000.00",2,2,1,29,-1,0
1157,"130,000.00",2,1,2,23,-1,0
1158,"470,000.00",1,3,1,39,1,0
1159,"340,000.00",2,2,1,48,-1,0
1160,"80,000.00",1,2,2,26,1,0
1161,"70,000.00",1,1,2,33,0,0
1162,"230,000.00",2,2,1,44,-2,0
1163,"180,000.00",2,2,1,36,0,0
1164,"210,000.00",2,2,1,39,0,0
1165,"20,000.00",1,2,2,24,-1,0
1166,"140,000.00",2,2,2,25,2,0
1167,"200,000.00",1,1,2,52,0,0
1168,"50,000.00",2,3,1,59,0,0
1169,"80,000.00",2,1,2,23,-1,0
1170,"30,000.00",2,3,2,48,0,0
1171,"140,000.00",2,1,2,28,0,1
1172,"80,000.00",1,3,1,62,-1,0
1173,"220,000.00",2,3,1,38,-1,0
1174,"180,000.00",2,1,2,32,-1,0
1175,"140,000.00",2,2,1,29,0,1
1176,"180,000.00",1,2,2,25,2,1
1177,"50,000.00",2,2,2,35,0,0
1178,"170,000.00",2,2,2,27,0,0
1179,"50,000.00",1,2,2,38,0,0
1180,"50,000.00",1,2,2,24,0,0
1181,"300,000.00",1,2,1,29,-1,0
1182,"390,000.00",2,1,2,27,2,0
1183,"90,000.00",2,2,1,55,2,1
1184,"200,000.00",2,1,2,29,0,0
1185,"460,000.00",1,1,2,29,0,0
1186,"10,000.00",1,2,2,23,0,0
1187,"20,000.00",1,2,1,30,-1,1
1188,"50,000.00",2,2,1,50,-1,0
1189,"480,000.00",2,2,1,38,0,0
1190,"180,000.00",2,1,2,24,0,0
1191,"240,000.00",2,1,2,29,0,0
1192,"250,000.00",1,1,2,38,-2,0
1193,"270,000.00",2,2,2,34,-1,1
1194,"200,000.00",1,1,1,37,0,0
1195,"100,000.00",2,3,1,66,0,0
1196,"160,000.00",2,1,1,39,-2,0
1197,"80,000.00",2,2,1,45,0,0
1198,"130,000.00",1,2,1,44,-1,0
1199,"340,000.00",2,3,2,44,0,1
1200,"360,000.00",1,1,1,36,-2,0
1201,"120,000.00",2,3,1,40,0,0
1202,"120,000.00",1,1,2,29,0,0
1203,"300,000.00",2,1,2,48,0,0
1204,"60,000.00",2,2,2,23,2,0
1205,"210,000.00",2,2,1,50,0,0
1206,"210,000.00",2,2,1,29,0,1
1207,"70,000.00",2,3,1,49,2,1
1208,"200,000.00",1,2,1,33,0,0
1209,"230,000.00",2,2,1,51,0,1
1210,"20,000.00",1,3,1,23,-1,1
1211,"210,000.00",2,1,1,37,0,0
1212,"160,000.00",2,3,2,26,-1,0
1213,"290,000.00",2,1,1,30,-1,1
1214,"80,000.00",2,3,1,26,0,0
1215,"360,000.00",1,1,2,43,-1,0
1216,"230,000.00",1,1,2,32,0,0
1217,"360,000.00",1,3,1,54,-2,0
1218,"340,000.00",2,1,1,30,0,0
1219,"50,000.00",2,1,2,22,0,0
1220,"80,000.00",1,2,2,38,0,0
1221,"50,000.00",2,2,2,24,0,0
1222,"30,000.00",2,1,2,24,-1,0
1223,"210,000.00",1,1,2,26,-1,0
1224,"150,000.00",2,2,1,42,-1,1
1225,"20,000.00",1,2,2,21,0,0
1226,"20,000.00",1,3,2,22,0,1
1227,"240,000.00",2,3,1,41,-1,0
1228,"500,000.00",2,2,1,50,-2,0
1229,"90,000.00",2,2,1,23,0,1
1230,"50,000.00",1,3,2,46,0,0
1231,"50,000.00",2,2,2,22,0,1
1232,"680,000.00",1,1,2,37,0,0
1233,"50,000.00",1,1,1,47,0,0
1234,"100,000.00",2,2,1,40,-1,0
1235,"280,000.00",2,1,2,30,0,0
1236,"30,000.00",1,2,2,54,0,1
1237,"50,000.00",1,2,2,27,2,1
1238,"60,000.00",1,1,1,33,-1,0
1239,"120,000.00",1,2,1,57,0,1
1240,"80,000.00",2,2,1,35,-1,0
1241,"500,000.00",1,1,1,45,-1,0
1242,"70,000.00",2,3,1,32,2,0
1243,"160,000.00",2,2,1,45,-2,0
1244,"100,000.00",2,3,1,50,2,1
1245,"10,000.00",1,3,2,35,0,0
1246,"90,000.00",1,1,2,26,-1,0
1247,"170,000.00",1,1,1,39,2,1
1248,"90,000.00",2,2,2,35,-1,0
1249,"180,000.00",2,3,2,42,0,0
1250,"350,000.00",2,1,1,52,2,1
1251,"270,000.00",1,2,2,35,0,0
1252,"200,000.00",2,1,2,29,0,1
1253,"20,000.00",2,1,2,22,0,0
1254,"100,000.00",1,2,2,30,0,0
1255,"290,000.00",1,1,1,46,0,0
1256,"70,000.00",1,3,2,28,1,0
1257,"230,000.00",1,1,2,26,-2,0
1258,"180,000.00",2,1,2,28,-1,0
1259,"210,000.00",1,1,2,33,-1,0
1260,"50,000.00",1,1,2,24,2,0
1261,"150,000.00",1,1,2,37,0,0
1262,"380,000.00",1,2,1,50,0,1
1263,"50,000.00",1,2,1,44,0,0
1264,"150,000.00",2,3,1,43,-1,1
1265,"220,000.00",1,2,2,29,0,0
1267,"220,000.00",2,2,1,32,0,0
1268,"70,000.00",2,2,2,34,1,0
1269,"120,000.00",1,2,2,37,-1,1
1270,"180,000.00",2,2,2,32,0,0
1271,"50,000.00",2,3,1,57,0,0
1273,"370,000.00",2,1,1,53,-1,0
1274,"20,000.00",2,1,2,26,-1,0
1275,"150,000.00",1,2,1,34,0,0
1276,"20,000.00",1,1,2,26,-1,1
1277,"480,000.00",2,2,1,54,-2,0
1278,"50,000.00",1,3,2,26,0,0
1279,"170,000.00",1,2,2,31,0,0
1280,"400,000.00",2,2,2,30,-2,0
1281,"200,000.00",2,1,2,31,0,0
1282,"360,000.00",1,1,2,34,1,0
1284,"260,000.00",1,3,1,34,-2,0
1285,"440,000.00",2,2,2,26,0,0
1286,"500,000.00",1,2,1,43,0,0
1287,"230,000.00",2,2,1,29,0,0
1288,"470,000.00",1,2,1,41,-2,0
1289,"20,000.00",2,3,1,48,1,1
1290,"210,000.00",2,2,2,24,0,0
1291,"20,000.00",2,1,2,23,0,0
1292,"20,000.00",2,3,1,53,0,0
1293,"200,000.00",2,2,1,34,1,0
1294,"250,000.00",2,2,2,36,0,1
1295,"300,000.00",1,2,2,41,0,0
1296,"320,000.00",2,1,2,30,0,0
1297,"50,000.00",1,2,2,29,1,0
1298,"200,000.00",2,2,1,34,-2,0
1299,"80,000.00",2,1,2,29,0,1
1300,"70,000.00",1,2,1,37,-1,1
1301,"60,000.00",1,3,2,36,3,0
1302,"10,000.00",2,3,2,22,0,1
1303,"50,000.00",2,3,2,30,0,0
1304,"140,000.00",1,2,2,26,2,1
1305,"30,000.00",1,2,2,25,0,0
1306,"190,000.00",1,2,1,49,-1,0
1307,"70,000.00",2,1,2,23,-1,0
1308,"330,000.00",2,2,1,28,-1,0
1309,"110,000.00",2,2,2,24,0,0
1310,"270,000.00",1,3,1,47,0,0
1311,"160,000.00",1,2,1,31,3,1
1312,"20,000.00",1,2,2,24,3,0
1313,"320,000.00",1,2,2,32,0,0
1314,"430,000.00",1,1,2,31,0,0
1315,"50,000.00",2,1,1,37,2,0
1316,"140,000.00",1,2,1,48,-1,1
1317,"500,000.00",1,2,1,49,-2,0
1318,"80,000.00",1,3,1,45,0,0
1319,"390,000.00",2,1,1,34,1,0
1320,"250,000.00",2,1,1,43,-1,0
1321,"390,000.00",2,1,2,31,-2,0
1322,"100,000.00",2,1,1,35,0,0
1323,"360,000.00",2,1,1,42,0,0
1324,"140,000.00",1,1,2,36,1,0
1325,"110,000.00",1,2,1,51,0,0
1326,"170,000.00",1,3,1,48,2,0
1327,"170,000.00",1,2,1,48,0,0
